,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
31,"One Right Now (with The Weeknd)","Post Malone",10555,https://open.spotify.com/track/00Blm7zeNqgYLPtW6zg8cj
32,鯨落,"陳卓賢 Ian",10536,https://open.spotify.com/track/1rTnGbIahUmq6fK8RWAXfd
33,砂之器,"Jer 柳應廷",10519,https://open.spotify.com/track/4o36qfelYYKAkPGPEQYu3u
34,搞不懂,"陳卓賢 Ian",10498,https://open.spotify.com/track/4GAyYOUggQb4gxp3PGKcHc
35,"Smokin Out The Window","Bruno Mars",10323,https://open.spotify.com/track/7sMBvZCSUl99bJLXZaLa0b
36,神奇的糊塗魔藥,"Terence Lam",10310,https://open.spotify.com/track/2Mpuy9fsafkQxX3DSow9xw
37,逆時車站,"Kaho Hung",10168,https://open.spotify.com/track/2EU1uVEUCgSA5aiBiHJDAk
38,時光倒流一句話,"Terence Lam",9885,https://open.spotify.com/track/63QmxPL3QlchvXcHLsI6UM
39,勿念,"Yoyo Sham",9884,https://open.spotify.com/track/7jo1ash37IUB5NyviV7ajO
40,理性與任性之間,AGA,9836,https://open.spotify.com/track/2sQ1tPY9JSeBbmEefD8kir
41,沒有無緣無故的恨,"Jace Chan",9731,https://open.spotify.com/track/6YI4OXOVtZ29Rc7GxOI4sY
42,"I Drink Wine",Adele,9717,https://open.spotify.com/track/6v0UJD4a2FtleHeSYVX02A
43,主角光環,"Kaho Hung",9694,https://open.spotify.com/track/4qSkBCWRJbFHRwUzZI5b8f
44,"My Universe",Coldplay,9681,https://open.spotify.com/track/46HNZY1i7O6jwTA7Slo2PI
45,蒙著嘴說愛你,"Keung To",9649,https://open.spotify.com/track/2w9A7fvq6ka5CB9l7wDZXG
46,DWBF,"陳卓賢 Ian",9537,https://open.spotify.com/track/3Cdpq0qhrgiwPRkR720FZf
47,"Strangers By Nature",Adele,9513,https://open.spotify.com/track/13CVSGLSFl4UxpDVR6u3dq
48,"All In One",Mirror,9452,https://open.spotify.com/track/7cNwWRGAHtD0xaZ6xQzljl
49,最難行的路,"Joyce Cheng",9407,https://open.spotify.com/track/15Df9sWQ3zFhc5bsEM293n
50,"INDUSTRY BABY (feat. Jack Harlow)","Lil Nas X",9247,https://open.spotify.com/track/5Z9KJZvQzH6PFmb8SNkxuk
51,MONEY,LISA,9233,https://open.spotify.com/track/7hU3IHwjX150XLoTVmjD0q
52,塵世美,"Endy Chow",9218,https://open.spotify.com/track/4cenGIbbIWlcryBPsgtQXy
53,"隔離 - Studio Live Duet","Jace Chan",9150,https://open.spotify.com/track/7Fr7Ag2bQyJl86BtsFmdOW
54,"My Little Love",Adele,8782,https://open.spotify.com/track/2DuPBbS5mIldXnh7Wum8Cy
55,"On my way","Hins Cheung",8772,https://open.spotify.com/track/79letQC8rVM851Cz2ORR0z
56,"Can I Get It",Adele,8737,https://open.spotify.com/track/6w8ZPYdnGajyfPddTWdthN
57,SCIENTIST,TWICE,8245,https://open.spotify.com/track/2J0TRU2EDG29qlmxdGa4xa
58,"Cold Heart - PNAU Remix","Elton John",8103,https://open.spotify.com/track/7rglLriMNBPAyuJOMGwi39
59,夕陽之歌,"Anita Mui",8100,https://open.spotify.com/track/5tVzG4tw3M9VLkcQ0fOtgF
60,"To Be Loved",Adele,7793,https://open.spotify.com/track/10ImcQk9tihY1EKMDIbvXJ
61,"難道喜歡處女座 (Alter Ego)","Terence Lam",7781,https://open.spotify.com/track/6MPieVurOKuBxkr06LnlnA
62,"下一位前度 in Ab major","Terence Lam",7707,https://open.spotify.com/track/2KogAeAixsmxIzDmMHKhjY
63,Ghost,"Justin Bieber",7619,https://open.spotify.com/track/6I3mqTwhRpn34SLVafSH7G
64,"Cry Your Heart Out",Adele,7541,https://open.spotify.com/track/09u787BYeYIGd2mFIJ505t
65,"凡星 (天星銀行airstar音樂劇場主題曲)","Panther Chan",7526,https://open.spotify.com/track/7eZJLfMQ5mDtejHitRkzRf
66,"Enemy (with JID) - from the series Arcane League of Legends","Imagine Dragons",7476,https://open.spotify.com/track/1r9xUipOqoNwggBpENDsvJ
67,蝸牛,"Anson Kong 江𤒹生",7358,https://open.spotify.com/track/4zYVhAyiJySa41foU2F645
68,先哭為敬,"Joyce Cheng",7187,https://open.spotify.com/track/4QgsL3BOO0VvMAFhh2nZVU
69,俏郎君,"Hins Cheung",7118,https://open.spotify.com/track/4ckh5VN2HYQ8TzS51Nh7ol
70,原來談戀愛是這麼一回事,"Chantel 姚焯菲",6924,https://open.spotify.com/track/6TJOXAyqTtq6Xvk1qHoleJ
71,"搞不懂 acoustic version","陳卓賢 Ian",6893,https://open.spotify.com/track/6I7fYI02GkZuWarRGL8MRH
72,我不是邱比特,"Mike 曾比特",6887,https://open.spotify.com/track/3wELjotjK7vdWGYD7G9s6z
73,"All Night Parking (with Erroll Garner) Interlude",Adele,6801,https://open.spotify.com/track/496vIKS2INz840xZaKncvR
74,"Heat Waves","Glass Animals",6729,https://open.spotify.com/track/02MWAaffLxlfxAUY7c5dvx
75,"Hold On",Adele,6657,https://open.spotify.com/track/6bGMSP3H9YqkmaLnaJTIoF
76,"Red (Taylor's Version)","Taylor Swift",6618,https://open.spotify.com/track/4OAuvHryIVv4kMDNSLuPt6
77,"神奇之路 (電影《媽媽的神奇小子》主題曲)","Jer 柳應廷",6616,https://open.spotify.com/track/3Kdlue3eVr9jf0Ns5wNPMj
78,"That Guy","Tyson Yoshi",6612,https://open.spotify.com/track/4UkZekZxjzovQ3ErAQadFq
79,春秋,"Hins Cheung",6572,https://open.spotify.com/track/2WVbMoHdWCspdiEa7OnG1D
80,"突如其來的心跳感覺 (ViuTv 劇集 [大叔的愛] 主題曲)","Anson Lo 盧瀚霆",6383,https://open.spotify.com/track/596MqWmYLojkoFvgygAteu
81,LALISA,LISA,6378,https://open.spotify.com/track/7uQZVznj0uQOGC9KhV2Mg6
82,"Woman Like Me",Adele,6377,https://open.spotify.com/track/2c6xRsQBv7pynuhYhWoHxo
83,"Peaches (feat. Daniel Caesar & Giveon)","Justin Bieber",6298,https://open.spotify.com/track/4iJyoBOLtHqaGxP12qzhQI
84,"日出時讓街燈安睡 (feat. Jacky Cheung 張學友)","Gin Lee",6235,https://open.spotify.com/track/1JUBwmyI8NXHwGO0SygEC3
85,正式開始,"陳卓賢 Ian",6191,https://open.spotify.com/track/1jVw3apCOogFU1mOquNIhC
86,"Love Is A Game",Adele,6173,https://open.spotify.com/track/2j3GxEsbNYNeEzz86wDY4J
87,夜に駆ける,YOASOBI,6149,https://open.spotify.com/track/6MCjmGYlw6mQVWRFVgBRvB
88,"Overpass Graffiti","Ed Sheeran",6120,https://open.spotify.com/track/4btFHqumCO31GksfuBLLv3
89,風的形狀,"Yoyo Sham",6103,https://open.spotify.com/track/7iQdInUqIpVdatCooLZC3A
90,"刻在我心底的名字 (Your Name Engraved Herein) - 電影<刻在你心底的名字>主題曲","Crowd Lu",6096,https://open.spotify.com/track/3OC84eKMxRJ4x0Hcwl9i4i
91,青春頌,"Terence Siufay",5888,https://open.spotify.com/track/3fxNCwlNPWXSaQy2Z5WqrD
92,未開始已經結束,"Dear Jane",5883,https://open.spotify.com/track/3pciLZ7pj3WiwP8AmKdze8
93,XOXO,"JEON SOMI",5810,https://open.spotify.com/track/4r34Yi0eltsu1tp6z4lq3x
94,水刑物語,"Jer 柳應廷",5715,https://open.spotify.com/track/33c5MYdr80WqXws9pj06b4
95,另一個諾貝爾,"陳卓賢 Ian",5708,https://open.spotify.com/track/56Aal9B8gurDIRmlw4y74a
96,狂人日記,"Jer 柳應廷",5665,https://open.spotify.com/track/4AoYnU8ckSUQnO7Ek0vy38
97,"Kiss Me More (feat. SZA)","Doja Cat",5618,https://open.spotify.com/track/3DarAbFujv6eYNliUTyqtz
98,一步一悔過,"Jay Fung",5607,https://open.spotify.com/track/6zUorK8AdoEQXXTpjS11BK
99,2084,"Dear Jane",5588,https://open.spotify.com/track/6pJT4f6S8GPQ7hWCDvygrN
100,櫻花樹下,"Hins Cheung",5527,https://open.spotify.com/track/2FgDWCqMCIAATvqr9ozeYm
101,"How Many Times - Studio Live","MC 張天賦",5487,https://open.spotify.com/track/3hdQIQYs13Gv2gdncFvKZ0
102,鐵樹,"Mag Lam",5455,https://open.spotify.com/track/0Z8hG73RgpWQPNVwUZ4PEE
103,"你不屬於我 - 《比悲傷更悲傷的故事》影集版片尾曲","Eric Chou",5444,https://open.spotify.com/track/5Y47GrCrjQY44qFv8Gt0Gm
104,不配,"Joey Yung",5388,https://open.spotify.com/track/3Yr3QMBI0vorYok2uC5W2O
105,"All Too Well (Taylor's Version)","Taylor Swift",5380,https://open.spotify.com/track/3nsfB1vus2qaloUdcBZvDu
106,"Leave The Door Open","Bruno Mars",5330,https://open.spotify.com/track/1LPSkqVhWVRUkKE03YUkpB
107,囍帖街,"Kay Tse",5319,https://open.spotify.com/track/3hU9nGBhYJQwvF8BJ4PUcE
108,沒明日的恐懼,"C AllStar",5246,https://open.spotify.com/track/7sQwncmcjPQTKqEPXSot1v
109,"The Feels",TWICE,5239,https://open.spotify.com/track/1qE8DOtw7zdXHMgZm20eLM
110,"時間的初衷 (電影《一秒拳王》主題曲)","Endy Chow",5181,https://open.spotify.com/track/1ubjsQj2DEqPMqC5CCwMEw
111,收聲多謝,"Jace Chan",5155,https://open.spotify.com/track/6UBbSrmg2XMWFTe9rImahv
112,離不開,"Kay Tse",5036,https://open.spotify.com/track/0wqkdSzqQZDUJXOB6Etp7l
113,"THATS WHAT I WANT","Lil Nas X",5033,https://open.spotify.com/track/0e8nrvls4Qqv5Rfa2UhqmO
114,未來見,RubberBand,5029,https://open.spotify.com/track/5OPqZ5dEqrdPGatJgnZ8xG
115,"Moth To A Flame (with The Weeknd)","Swedish House Mafia",4970,https://open.spotify.com/track/2gpWyfu7eZ01zzncHpxOtA
116,Señorita,"Shawn Mendes",4890,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2
117,Memories,"Maroon 5",4881,https://open.spotify.com/track/4cktbXiXOapiLBMprHFErI
118,哪裡只得我共你,"Dear Jane",4845,https://open.spotify.com/track/6oHNXUrt4s5JJIM1WoOwsZ
119,"love nwantiti (ah ah ah)",CKay,4750,https://open.spotify.com/track/2Xr1dTzJee307rmrkt8c0g
120,思念即地獄,"Jay Fung",4738,https://open.spotify.com/track/7EougyUYWZdE1zCzsCA1Sx
121,Butter,BTS,4737,https://open.spotify.com/track/2bgTY4UwhfBYhGT4HUYStN
122,Perfect,"Ed Sheeran",4725,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
123,"Someone You Loved","Lewis Capaldi",4715,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
124,孤獨病,"Keung To",4710,https://open.spotify.com/track/5Gi88IBuzFwSTAAcYcqpqL
125,"相愛很難 - 電影""男人四十""歌曲","Jacky Cheung",4684,https://open.spotify.com/track/6kZfjIUmJqQAosGKyOcOIk
126,迴光物語,"Jer 柳應廷",4570,https://open.spotify.com/track/65oNGsynAEUS4VipI96N87
127,深夜告別練習,Zpecial,4559,https://open.spotify.com/track/4FMwwmXVBycsaVxCK85rzq
128,冬日寂寞考,"Jay Fung",4532,https://open.spotify.com/track/74depxnOa8cZRUl4M6NBVy
129,"It’s OK To Be Sad","Janice Vidal",4467,https://open.spotify.com/track/0up477QX11ffSLneXa0xHA
130,假使世界原來不像你預期,"Charmaine Fong",4466,https://open.spotify.com/track/4UfEoZhydEepAaggFcRf3e
131,Woman,"Doja Cat",4450,https://open.spotify.com/track/6Uj1ctrBOjOas8xZXGqKk4
132,群青,YOASOBI,4449,https://open.spotify.com/track/1zd35Y44Blc1CwwVbW3Qnk
133,你瞞我瞞,"Jason Chan",4430,https://open.spotify.com/track/1eId3TVzGrwv73YAWAVQMX
134,"Run (feat. Ed Sheeran) (Taylor’s Version) (From The Vault)","Taylor Swift",4407,https://open.spotify.com/track/4IQkfUsrwXol38VV3U7t7T
135,"good 4 u","Olivia Rodrigo",4374,https://open.spotify.com/track/4ZtFanR9U6ndgddUvNcjcG
136,不許你注定一人,"Dear Jane",4361,https://open.spotify.com/track/0B2fMb8KALZeoFbRv7m3iE
137,"Wonderful U",AGA,4342,https://open.spotify.com/track/2eSNpIOFoi1Q8wxw6CycXJ
138,聽海浪,Byejack,4323,https://open.spotify.com/track/31GEWTEfwsNDnA3LhQda3v
139,愛是帶種缺陷的美,"Hubert Wu",4253,https://open.spotify.com/track/21h9gONBOfgKr54AMEOfyX
140,隔離,"Jace Chan",4229,https://open.spotify.com/track/1i5DjVNfPxqMelMdjfI0WR
141,Dynamite,BTS,4217,https://open.spotify.com/track/4saklk6nie3yiGePpBwUoc
142,時光機,"Terence Siufay",4212,https://open.spotify.com/track/53lFtfrl5Of2Hkr5eiNscQ
143,辛苦你了,"Joey Yung",4202,https://open.spotify.com/track/07oBvxfhCbQoWEnT2cL9hv
144,Savage,aespa,4175,https://open.spotify.com/track/3dbLT62Cvs46Ju7a8gpr36
145,飞鸟和蝉,"Ren Ran",4164,https://open.spotify.com/track/6XBL9naPxZjATbmGAWGJ9V
146,"拼命無恙 in Bb major","Terence Lam",4091,https://open.spotify.com/track/24tzRRz8r26gOmQB8PEZwv
147,神隊友,"Anson Lo 盧瀚霆",4079,https://open.spotify.com/track/05hC0bzyZaqn4mxUNAdKNc
148,有心人,"Leslie Cheung",4078,https://open.spotify.com/track/1eMujWp9h2cSEPIiO6xOhN
149,森林,Mr.,4070,https://open.spotify.com/track/1E1SEZp8TW3el5VZ5Wr7eC
150,Christy,"Tyson Yoshi",4059,https://open.spotify.com/track/6toYQL2mFnwHXCZTCuDZRY
151,似水流年,"Anita Mui",4004,https://open.spotify.com/track/5xFg4BKKJBYn7G5riBetam
152,"Better Days (NEIKED x Mae Muller x Polo G)",NEIKED,3998,https://open.spotify.com/track/6f5ExP43esnvdKPddwKXJH
153,"How You Like That",BLACKPINK,3998,https://open.spotify.com/track/4SFknyjLcyTLJFPKD2m96o
154,"Something Just Like This","The Chainsmokers",3965,https://open.spotify.com/track/6RUKPb4LETWmmr3iAEQktW
155,"MONTERO (Call Me By Your Name)","Lil Nas X",3960,https://open.spotify.com/track/1SC5rEoYDGUK4NfG82494W
156,只是太愛你,"Hins Cheung",3930,https://open.spotify.com/track/0hEFpdoj2feFvKNs13MSwa
157,我想和你好好的,"Panther Chan",3924,https://open.spotify.com/track/7CkJnz49JGUY76W7zl3vad
158,"Already Dead","Juice WRLD",3918,https://open.spotify.com/track/7qM1BWAsZMTYh4BcYLb0uQ
159,"I Don't Give A, Pt. 2","Tyson Yoshi",3903,https://open.spotify.com/track/3yICr3QcWJSWzfpNCx1zsK
160,牆外,Namewee,3882,https://open.spotify.com/track/0uwKnegrsnDSCHiEoC57tQ
161,Warrior,Mirror,3839,https://open.spotify.com/track/3jBI3hvc9Z0FUcdyj7spEm
162,"Shape of You","Ed Sheeran",3832,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
163,"想見你想見你想見你(電視劇""想見你""片尾曲)",831,3831,https://open.spotify.com/track/69zgyr5HVKdInjeKpq1qHa
164,Shallow,"Lady Gaga",3814,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
165,"Save Your Tears (with Ariana Grande) (Remix)","The Weeknd",3809,https://open.spotify.com/track/37BZB0z9T8Xu7U3e65qxFy
166,LOCO,ITZY,3791,https://open.spotify.com/track/59c0HrzmHfyQs6LgDw5cHe
167,無賴,"Ronald Cheng",3767,https://open.spotify.com/track/1zAFaIAd1kek5IEi5AwPvL
168,呼吸有害,"Karen Mok",3750,https://open.spotify.com/track/4t53NE3uBLkTwW9rUgiHC8
169,"At My Worst","Pink Sweat$",3737,https://open.spotify.com/track/2MJz8BxxMsERULatmBikDH
170,"Permission to Dance",BTS,3726,https://open.spotify.com/track/5eXBXreN3d1zdj6Sa8dS0u
171,哀的美敦書,"Dear Jane",3699,https://open.spotify.com/track/2mh20y35EhzqMy6su3sJJA
172,北極熊的遺言,"C AllStar",3689,https://open.spotify.com/track/4MbojtnzoiHg1EKlIZzhWg
173,天梯,"C AllStar",3666,https://open.spotify.com/track/18zIfBQi4akd3aiTMlvYEY
174,"Master Class","Keung To",3647,https://open.spotify.com/track/7xE3HkKaZFhtzrt2FiwNOd
175,"Blinding Lights","The Weeknd",3634,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b
176,"你,好不好? - TVBS連續劇【遺憾拼圖】片尾曲","Eric Chou",3630,https://open.spotify.com/track/2gug6MRv4xQFYi9LA3PJCS
177,"特務肥姜 2.0","Keung To",3614,https://open.spotify.com/track/7oj8P5fVZy9b0ECmH69lG7
178,怪物,YOASOBI,3612,https://open.spotify.com/track/06XQvnJb53SUYmlWIhUXUi
179,命硬,"Justin Lo",3597,https://open.spotify.com/track/331aol4yMUVA93MsVBZV9R
180,"Stuck with U (with Justin Bieber)","Ariana Grande",3590,https://open.spotify.com/track/4HBZA5flZLE435QTztThqH
181,Boss,Mirror,3579,https://open.spotify.com/track/4xqUroNrreYU2CobUl84NH
182,"I Knew You Were Trouble (Taylor's Version)","Taylor Swift",3571,https://open.spotify.com/track/6AtZLIzUINvExIUy4QhdjP
183,返鄉下耕田啦你,"Jan Lamb",3554,https://open.spotify.com/track/2Sbngg4kflrBlwyafpXTa5
184,說好不哭,"Jay Chou",3539,https://open.spotify.com/track/56wVfJKtnwlSZtC4NVgIrf
185,心淡,"Joey Yung",3491,https://open.spotify.com/track/0Eum5dQqpUDgwJiUucG3QU
186,思覺失調,"Wilfred Lau",3462,https://open.spotify.com/track/3H9gYJcdtqeUiM8WX8YrZz
187,再不再見,"C AllStar",3460,https://open.spotify.com/track/1kcNUj4udKEFesxdclbh8n
188,"LOVELOST (feat. TomFatKi) - 傷愛學會Mix",張蔓姿,3456,https://open.spotify.com/track/6Cz33frtzltNfNjPlQ0JAU
189,你是你本身的傳奇,"Charmaine Fong",3441,https://open.spotify.com/track/5uMkdWf1H6JEcpcdnPOSZM
190,"My Only One","Ronald Cheng",3437,https://open.spotify.com/track/3Q5y7orRW5COIaRKLlfkrT
191,在錯誤的宇宙尋找愛,陳健安,3435,https://open.spotify.com/track/22jikE8F9Ijg5B7dtLHjU0
192,"Need to Know","Doja Cat",3427,https://open.spotify.com/track/3Vi5XqYrmQgOYBajMWSvCi
193,嘉宾,张远,3427,https://open.spotify.com/track/1IVj6CsBbTgOEpo0W6hgwN
194,"Blank Space","Taylor Swift",3421,https://open.spotify.com/track/1u8c2t2Cy7UBoG4ArRcF5g
195,晴天,"Jay Chou",3389,https://open.spotify.com/track/0F02KChKwbcQ3tk4q1YxLH
196,告白氣球,"Jay Chou",3377,https://open.spotify.com/track/1ivCIgrYZyE0BvItL4Z8lk
197,羅生門,"Juno Mak",3376,https://open.spotify.com/track/7xAVLrbnud6OrU6f4FmxDr
198,"Hold On","Justin Bieber",3374,https://open.spotify.com/track/1nahzW3kfMuwReTka28tH5
199,長相廝守,ToNick,3363,https://open.spotify.com/track/44TjgDPUGUqU3ylA8tBkVf
200,面具,"Alfred Hui",3360,https://open.spotify.com/track/58SUsgamkW6vFFq0YNKGrf
